"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, comments and shares",Reactions,Comments,Shares,"Total clicks","Link clicks","Other clicks","Matched audience targeting consumption (Photo Click)","Negative feedback from users: Hide all","Negative feedback from users: Hide","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions"
1403652561794516,100064493572441,"Barker and Stonehouse","Few design partnerships stand the test of time, but the relationship between Barker and Stonehouse and ercol has endured for more than 80 years. Built on shared values of craftsmanship, quality and thoughtful design, it is a collaboration that has shaped British interiors for generations.

With the fourth generation now stepping forward in both family businesses, George Barker and Henry Tadros reflect on the 80 year journey together.","Few design partnerships stand the test of time, but the relationship between Barker and Stonehouse and ercol has endured for more than 80 years. Built on shared values of craftsmanship, quality and thoughtful design, it is a collaboration that has shaped British interiors for generations.

With the fourth generation now stepping forward in both family businesses, George Barker and Henry Tadros reflect on the 80 year journey together.",55,"05/29/2026 09:00",auto,https://www.facebook.com/reel/1674064997262877/,1,0,Videos,,,,,Lifetime,1691,1608,7,6,0,1,15,,15,,,,6404.252,4.134,0,0,0
1402725498553889,100064493572441,"Barker and Stonehouse","We’re delighted to be taking part in the Great Knaresborough Bed Race this year 🛏️

On 13th June, our team will be taking part in this unique event – part fancy dress parade, part gruelling 2.4-mile race, finishing with a swim through the icy River Nidd! 🥶

We’re excited to be fundraising for Jennyruth Workshop, a local registered charity that provides meaningful work and skills development opportunities for adults with learning disabilities. They create a safe, inclusive and supportive environment where individuals can build confidence, develop new and existing skills, be recognised for their abilities, and make valuable contributions to their community.

We’re especially proud that Jennyruth Workshops are also helping us build elements of our parade float, making this a real collaboration from start to finish.

Our team brings together colleagues from across the business, led by our Team Captain, George B.

If you’re able to support us, we’d be incredibly grateful for any donation, big or small – every contribution goes towards an amazing cause 🙌
👉 ",,0,"05/28/2026 08:12",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid02JoiUbYdjBwwZSkfF8ekZhktoJDnut6Z3486FxCdByJTqccbCon7gNCe1U4e13pBhl,0,0,Links,,,,,Lifetime,1052,696,2,2,0,0,5,5,,,,,,,,,
1399759692183803,100064493572441,"Barker and Stonehouse","Last chance! ⏰ 

Our 80th anniversary offer ends today — save 19.46% off furniture before it's gone.

Shop now: https://ow.ly/sgKC50Z2KCR",,0,"05/25/2026 01:00",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid02YzqDMpRzUNf44piTbZWpxA3L6gK71gqu8xxWcwYHPh4z58PTWmrYpHMern5fNfFMl,0,0,Photos,,,,,Lifetime,1295,886,0,0,0,0,22,11,7,4,,,,,,,
1397565569069882,100064493572441,"Barker and Stonehouse","When our beach photoshoot made the local news, we just had to come back - and this time, we brought gifts! 🎁 

Huge thank you to the people of Saltburn-by-the-Sea for being such great fun and making us feel so welcome!","When our beach photoshoot made the local news, we just had to come back - and this time, we brought gifts! 🎁 

Huge thank you to the people of Saltburn-by-the-Sea for being such great fun and making us feel so welcome!",33,"05/22/2026 08:09",N/A,https://www.facebook.com/reel/1636948094197961/,1,0,Videos,,,,,Lifetime,7608,7855,58,50,6,2,419,,419,,,,51360.04,7.613,0,0,0
1397323892427383,100064493572441,"Barker and Stonehouse","North East followers listen up!

After shooting our Summer Sale campaign in the beautiful Saltburn by the Sea last week (and getting an amazing reaction from the locals), we’re returning today to give a little something back!

Find us by the Seaview Restaurant today 10AM-12PM where we’ll be handing out free accessory goody bags and gifts, plus your chance to win a stunning Orla Kiely sofa. 

Just look out for the Barker and Stonehouse van!",,0,"05/22/2026 01:42",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid09x6qJPNifP35jpFoXBHADkwDv92e62A6wwJcAexkJgEgQXs5xN77AWgyEAg8WVHil,0,0,Photos,,,,,Lifetime,2940,1905,17,15,2,0,72,,66,6,,,,,,,
1396747569151682,100064493572441,"Barker and Stonehouse","This is your reminder…to shop our anniversary offers while you still can!

Save up to 19.46% off furniture before it ends this Bank Holiday Monday.

Shop now: https://www.barkerandstonehouse.co.uk",,0,"05/21/2026 10:01",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid02WZBmrxYJNxaeejvwdvje73KkcCsCuNS2kYDAwBShZipkqst1owGAUeu4wfB1Tfhvl,0,0,Photos,,,,,Lifetime,1219,825,1,1,0,0,5,4,1,,,,,,,,
1396604545832651,100064493572441,"Barker and Stonehouse","We’ll be here tomorrow morning with a special surprise…

Can you guess where we are? 🤔🏄‍♂️",,0,"05/21/2026 06:37",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid024WbJuf3fAu53XTJRFLvMEKWHWzE3aWzFaUXsCASAg28udbkkTCZgvDNTqSY4s2nfl,0,0,Photos,,,,,Lifetime,10171,6946,22,13,6,3,416,1,360,55,1,,,,,,
1395651412594631,100064493572441,"Barker and Stonehouse","Heatwave incoming ☀️🔥 

And our garden offer is back just in time 🙌

From now until Bank Holiday Monday, take an extra £50 off for every £500 you spend on garden furniture. Upgrade your outdoor setup and soak up every sunny moment in style 🌿✨

Shop now: https://ow.ly/5TxW50Z26Q7",,0,"05/20/2026 03:16",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid0ebjW7DJmeM2acNFYRdNJyrsFWYR82nCRZ6KfW8UfQgS9jboSva6Jzt5n4NNykZj3l,0,0,Photos,,,,,Lifetime,1637,1134,6,4,1,1,10,3,6,1,,,,,,,
1394121652747607,100064493572441,"Barker and Stonehouse","UP TO 70% OFF ACCESSORIES 📢

Now's the perfect time to refresh your home décor for less with our big accessories clearout! Save up to 20% off all accessories online and in store. PLUS up to 70% off selected items in stores only!

From statement clocks and lighting to stylish wall art, mirrors and more – there are some real bargains to be found. 

Shop now: https://ow.ly/6JBJ50Z16mB",,0,"05/18/2026 08:32",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid02y2a6iGMnKsZCLcT4WxqEfD753b3UHMARnqPCNxzY6gYMdxMD2Par865qwDp3Xrpcl,0,0,Photos,,,,,Lifetime,1778,1314,0,0,0,0,17,9,6,2,,,,,,,
1379458960880543,100064493572441,"Barker and Stonehouse","Is your garden ready for summer? ☀️🌻

This Bank Holiday weekend only, enjoy an extra £50 off for every £500 you spend on garden furniture. There’s never been a better time to transform your outdoor space into your own summer oasis.

Shop now: https://ow.ly/qqnz50YSrJs",,0,"05/01/2026 08:01",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid0bD3cEyPZovzBpppHtadATYasebLsTYKmNARfy4Brz6MZfqsLfGPDdZP3TjN4r1gjl,0,0,Photos,,,,,Lifetime,3252,2167,2,2,0,0,15,12,1,2,1,,,,,,
1372082721618167,100064493572441,"Barker and Stonehouse","Sleep better for less with Simba mattresses at Barker and Stonehouse. Hurry, offers ends Sunday!

Shop Simba mattresses:  https://ow.ly/awwv50YOAYp",,0,"04/23/2026 07:47",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid02cJAi2tj8ybMueokWPAPWokt9xPPFRDCWjZnYsYnymDKSJVzG8F1mbUdRn5JUsAN3l,0,0,Photos,,,,,Lifetime,3007,2085,0,0,0,0,5,3,2,,,,,,,,
1352697633556676,100064493572441,"Barker and Stonehouse","Introducing: The Curtain Twitchers

There’s a delivery at number 46 and the neighbours can’t wait to see what’s arrived… 👀

Starring our real delivery drivers Colin and Lewis, appearing in a home near you soon!

Celebrate 80 years of us this spring, with up to 19.46% off furniture.

Is your house a Barker and Stonehouse?","Introducing: The Curtain Twitchers

There’s a delivery at number 46 and the neighbours can’t wait to see what’s arrived… 👀

Starring our real delivery drivers Colin and Lewis, appearing in a home near you soon!

Celebrate 80 years of us this spring, with up to 19.46% off furniture.

Is your house a Barker and Stonehouse?",31,"03/31/2026 02:14",N/A,https://www.facebook.com/reel/967462408964196/,0,0,Videos,,,,,Lifetime,3107,2761,7,5,1,1,10,1,9,,,,10138.485,3.915,0,0,0
1350247847134988,100064493572441,"Barker and Stonehouse","Join us in celebrating our 80th anniversary this spring! Save up to 19.46% off our latest collections, in-store and online. 

Shop now: https://ow.ly/fMns50YyIMC",,0,"03/28/2026 01:00",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid09RrHhUxFLmbJuAxnoruJ1aRx3w5AWKm9hw74dLqZCow392nVEP5P2kFaWNc81facl,0,0,Photos,,,,,Lifetime,4791,3350,1,1,0,0,14,13,1,,,,,,,,
1346056304220809,100064493572441,"Barker and Stonehouse","Happy 80th birthday to us! 🎂

This year, we’re celebrating 80 years of helping customers create homes they love. While our story began eight decades ago, our focus has always been on the here and now and what’s next.

Join us for fizz and more in store on Saturday 28th and Sunday 29th March 2026 as we launch Spring and celebrate our 80th anniversary in style.",,0,"03/23/2026 10:01",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid0Ry3RSH9hNi21KD91j69Xa9myG8Wp54JVMRzDHkCCAEdGktzkKer6SQY7hsnevmrsl,0,0,Photos,,,,,Lifetime,4772,3230,12,10,1,1,22,1,15,6,,,,,,,
1344057734420666,100064493572441,"Barker and Stonehouse","Enjoy up to 20% off garden furniture with free delivery 🌿

Designed for dining, lounging, and everything in between.",,0,"03/21/2026 04:00",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid0uWgEV7AiVZaNfG3LxgnfxLqU5K6TphSYFup9Pp19YdQame2vYK29DC63LRHCbV9fl,0,0,Photos,,,,,Lifetime,4877,3407,5,5,0,0,38,,7,31,,,,,,,
1335983388561434,100064493572441,"Barker and Stonehouse","It’s back 🎉 Enjoy up to 20% off when you purchase 4 or more dining chairs; the perfect excuse to refresh your dining space in style.

Swipe to discover some of our favourite picks ✨",,0,"03/11/2026 09:01",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid0oyvkd79jiEC7RLaZvXsZSGcs1Cj6cKhv2tYHc7vdmypRv8NBDYopJx53nDQE91bWl,0,0,Photos,,,,,Lifetime,4297,2950,3,3,0,0,8,,2,6,,,,,,,
1328846175941822,100064493572441,"Barker and Stonehouse","Spring starts here 🌿🌼

Our 2026 Garden Collection has arrived! Discover beautifully crafted outdoor furniture designed for comfort, style, and lasting durability. From spacious corner sofas made for hosting to charming bistro sets perfect for cosy al fresco moments, every piece brings effortless elegance to outdoor living.

Shop the collection now with up to 20% off https://ow.ly/9mvV50YnXkp",,0,"03/02/2026 04:21",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid02aCj7nm6rU9wyRNompiwBUTSk34fzkEYChM25EHjrqwNnyH2DsAwjJhdE7BqnpHMCl,0,0,Photos,,,,,Lifetime,4902,3397,6,6,0,0,58,16,12,30,,,,,,,
1327873306039109,100064493572441,"Barker and Stonehouse","Last chance to save - our Winter Sale ends today! 

Shop now and enjoy up to 25% off sofas, dining, and more https://ow.ly/QOM650YmUzo",,0,"03/01/2026 00:00",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid0pZnKrhUmfUUocmYVEuQo581BJeiSewmMEKTa2eFvwgPf6PbCFdwt3fJeGM13SM3Yl,0,0,Photos,,,,,Lifetime,3721,2641,3,3,0,0,26,21,3,2,1,,,,,,
1326380512855055,100064493572441,"Barker and Stonehouse","Our Winter Sale ends this Sunday 📢

Refresh your home with beautiful sofas, dining sets, and more, now up to 25% off. Don’t miss your chance to save before it’s gone!

Shop now: https://ow.ly/HZq650YmUvX",,0,"02/27/2026 06:30",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid02FS1dUWVdYwW4MzP4uxdnmTjjvZyvGJA7EXKd2MVSPehWvZ2XTR4MjNiFD2QWAT4l,0,0,Photos,,,,,Lifetime,3306,2418,0,0,0,0,11,8,,3,2,,,,,,
1319507700209003,100064493572441,"Barker and Stonehouse","Take an extra 10% off clearance furniture – in stores and online for a limited time only! 
From one-off savings on comfy sofas to last-chance deals across our dining and bedroom ranges, you won’t want to miss this. 

Use code EXTRA10 or visit your nearest store before Sunday 1st March.

Shop now: https://ow.ly/qAHW50Yhuex",,0,"02/19/2026 08:01",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid02fkMGiPA2gPQTHFd1pRjvcUueeYVpF2KJCMHSdy3hon572tQvcg3XEexS457UzUAXl,0,0,Photos,,,,,Lifetime,4165,2761,2,2,0,0,43,26,10,7,1,,,,,,
1314226484070458,100064493572441,"Barker and Stonehouse","Our spring clean continues this weekend, but not for long! Pop into your nearest store before Sunday to save up to 60% off sofas, dining and more✨

See what's in store: https://ow.ly/h5Qp50Yfb95",,0,"02/13/2026 09:01",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid0McST1WSz43Hfr6BFKUsqtv9Bzzic6mpmHECXjUSxksX7Bj2j41eVza3fi3YftEWGl,0,0,Photos,,,,,Lifetime,5091,3696,6,6,0,0,83,43,29,11,2,,,,,,
1307684404724666,100064493572441,"Barker and Stonehouse","We’re having a spring clean ✨

Save up to 60% off sofas, dining and more in store this weekend. When they’re gone, they’re gone so be quick! Our drivers are already on standby so get the kettle on, we’ll be round in a flash ☕️

See what's in store: https://ow.ly/amxe50Y9T2c","We’re having a spring clean ✨

Save up to 60% off sofas, dining and more in store this weekend. When they’re gone, they’re gone so be quick! Our drivers are already on standby so get the kettle on, we’ll be round in a flash ☕️

See what's in store: https://ow.ly/amxe50Y9T2c",12,"02/06/2026 05:11",N/A,https://www.facebook.com/reel/1932836550654993/,0,0,Videos,,,,,Lifetime,5458,4880,16,14,2,0,120,38,82,,,,15317.013,3.306,0,0,0
1284618820364558,100064493572441,"Barker and Stonehouse","This weekend only, save an extra 10% off clearance furniture!

Use code EXTRA10 online or head to your nearest store to discover huge savings on last chance pieces.

Shop now: https://ow.ly/RxRA50XTW7y",,0,"01/09/2026 08:02",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid02WjztCFu68EQdhsSPusJeSEAYk6AA1uaqK6Qr28znqUgw9ZVUYAzMbmx6F6HG4UjFl,0,0,Photos,,,,,Lifetime,6774,4003,7,3,4,0,69,43,12,14,4,1,,,,,
1274021624757611,100064493572441,"Barker and Stonehouse","Our Winter Sale is now on! Shop online or in store for up to 25% off furniture ❄️

https://www.barkerandstonehouse.co.uk",,0,"12/26/2025 06:34",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid0ju3stHVUEdbumoHDNvBzEkU6rXKeiH7fjEVaHBhwD92MgmqQ9LqP3CfBaHMqxsvnl,0,0,Photos,,,,,Lifetime,8611,5573,16,4,12,0,154,97,41,16,3,,,,,,
1270855461740894,100064493572441,"Barker and Stonehouse","The wait is over ❄️ Our Winter Sale is now online!

Save up to 25% off furniture, with in store savings available from Boxing Day.

Shop now 👉 https://www.barkerandstonehouse.co.uk",,0,"12/22/2025 01:00",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid07QT1kNyRWQNFhoH4Y35D8TMqAsLjcBFnvixdjy16Sgkzb2WiDsq5bxYs7SckDqWNl,0,0,Photos,,,,,Lifetime,6950,4514,7,5,1,1,78,52,14,12,,,,,,,
1269566275203146,100064493572441,"Barker and Stonehouse","Our stores close for Christmas at 5pm on the 21st of December 🎄We can't wait to see you again on Boxing Day for our Winter Sale!

(Concept and Outlet store hours vary, please check store pages online)",,0,"12/20/2025 08:15",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid0WFPMw9RCV5qqEHhYdGxmsnpabfWBqHwoBrNmi3zFdsDA294VuscaXdwrPDRoAWBNl,0,0,Photos,,,,,Lifetime,6294,4340,5,4,0,1,19,,11,8,2,,,,,,
1269344491891991,100064493572441,"Barker and Stonehouse","Our Winter Sale is almost here ❄️

Enjoy up to 25% off furniture when you shop online from Monday or in store from Boxing Day.

https://www.barkerandstonehouse.co.uk",,0,"12/20/2025 02:00",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid02ZK52HfUMWgtwWYWSEFZ7BQbiP64gXp6xcQB6XRbioyE17BbEoVUUMcAHbEZ6myjpl,0,0,Photos,,,,,Lifetime,5177,3696,2,2,0,0,19,13,1,5,1,,,,,,
1261821322644308,100064493572441,"Barker and Stonehouse","Have you heard? Barker and Stonehouse is moving into Norwich's prestigious department store, Jarrolds! 🎉

Our new Jarrolds concept space will feature a curated mix of our best-selling sofas, dining, bedroom, and occasional pieces, plus an edit of our most loved brands, thoughtfully crafted for modern living.

Phase one is now open, so if you're in Norwich, pop by and get a sneak peek! You can find us on the 2nd floor.

There's even more to come - stay tuned for our official opening day on 18th December!","Have you heard? Barker and Stonehouse is moving into Norwich's prestigious department store, Jarrolds! 🎉

Our new @[100064841912364:2048:Jarrolds] concept space will feature a curated mix of our best-selling sofas, dining, bedroom, and occasional pieces, plus an edit of our most loved brands, thoughtfully crafted for modern living.

Phase one is now open, so if you're in Norwich, pop by and get a sneak peek! You can find us on the 2nd floor.

There's even more to come - stay tuned for our official opening day on 18th December!",19,"12/10/2025 06:43",mixed,https://www.facebook.com/reel/1233212325325130/,0,0,Videos,,,,,Lifetime,8744,7903,39,35,2,2,98,,98,,,,44616.459,6.207,0,0,0
1251853513641089,100064493572441,"Barker and Stonehouse","Our Black Friday offers are here! 🖤 Use code BLACKFRIDAY for 15% off our fabulous selection of in-stock furniture and accessories, with delivery in time for Christmas.

Plus, take an extra 10% off all clearance furniture and enjoy special offers from selected brands.

Shop now: https://www.barkerandstonehouse.co.uk/",,0,"11/27/2025 02:00",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid02E26yWN6dGvts8Tik7yN4sRqwpsMkQcCGvwWNseggzbsNYgpbo6yJx97R4GnrJB2el,0,0,Photos,,,,,Lifetime,4782,3103,0,0,0,0,27,17,6,4,,,,,,,
1248537323972708,100064493572441,"Barker and Stonehouse","Last chance to save! Up to 20% off furniture ends today. Shop now in store or online https://www.barkerandstonehouse.co.uk/",,0,"11/23/2025 01:00",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid02uAagabQ2EmRta76SQCgVoUpoKvbAsFpooYGgeddNnHQxwCfMBnUJmqFG9AyEwJntl,0,0,Photos,,,,,Lifetime,4605,3201,4,4,0,0,36,29,3,4,,,,,,,
1244710771022030,100064493572441,"Barker and Stonehouse","Hurry, our autumn offers end Sunday! Shop online and in store for up to 20% off furniture https://www.barkerandstonehouse.co.uk",,0,"11/18/2025 07:35",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid02PafyPWeBY9mUT7KAppmiy7qi961CJS8dAfYVZNg43ASFeJZjXYo7LWV31PnnJ2Vol,0,0,Photos,,,,,Lifetime,4192,2917,2,1,1,0,33,15,13,5,2,,,,,,
1228531792639928,100064493572441,"Barker and Stonehouse","Your most stylish Christmas awaits ✨

Order now to ensure your pieces arrive in time for the festive season. With cut-off dates fast approaching for many made-to-order items, now is the time to make your home truly magical this Christmas 🎄

Shop now: https://www.barkerandstonehouse.co.uk/",,0,"10/30/2025 06:32",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid0XH3JUpb7pRiQf695huuGnMo22a2bHtBn6bhHgpduKdfDAXvSZ8zUud2nBuro8atl,0,0,Photos,,,,,Lifetime,5059,3304,4,1,3,0,47,36,2,9,2,1,,,,,
1203846408441800,100064493572441,"Barker and Stonehouse","We’re excited to introduce the Barker and Stonehouse x Linwood edit! 

This exciting collaboration between two family businesses brings bold Linwood patterns to life across headboards, dining chairs, and accent chairs in soft linens and velvets. A celebration of colour, texture, and design.

Shop the full collection now in Barker and Stonehouse stores and online https://ow.ly/21KG50X65zT",,0,"10/03/2025 04:21",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid02bo7pCyy62n1VwhAYN5YmUye6DrCkEpahV16BVcPWARco2XWWF7oM7g63uucaCFQhl,0,0,Photos,,,,,Lifetime,8623,5707,7,5,1,1,69,26,12,31,,,,,,,
1195967322563042,100064493572441,"Barker and Stonehouse","We’re hiring! 🚚

Would you like to join our dedicated team of delivery drivers? We’re looking for 7.5 tonne drivers for both our Crawley and Blaydon warehouses. 

Visit our website for more information on the role and how to apply: https://www.barkerandstonehouse.co.uk/careers",,0,"09/24/2025 05:36",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid034535JFBLLhPivDNyiqKGVA6GzfFBsVsnpqwYKBWWM6sNiVK6nPD87Ku7p7xGHmJgl,0,0,Photos,,,,,Lifetime,8803,5931,13,10,1,2,86,24,37,25,1,,,,,,
1194040286089079,100064493572441,"Barker and Stonehouse","Barker and Stonehouse updated their cover photo.",,0,"09/22/2025 01:13",N/A,https://www.facebook.com/photo.php?fbid=1194040286089079&set=a.693901679436278&type=3,0,0,Photos,,,,,Lifetime,11,8,11,10,0,1,0,,,,2,,,,,,
1193193016173806,100064493572441,"Barker and Stonehouse","Our autumn collection is here to help you unwind, enjoy your home and embrace the season’s slower pace 🍁 

Whether you’re updating just one room or reimagining your whole home, shop in-store or online now with up to 20% off our new season looks.

Shop now: https://www.barkerandstonehouse.co.uk/",,0,"09/21/2025 02:00",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid038GgcuAMRhBTbnHnJDacWcu69fSecK6Z8LvEX9i2doVEVvS6SSUUhfEbYUVWJKNLCl,0,0,Photos,,,,,Lifetime,6129,4068,2,2,0,0,43,34,3,6,,,,,,,
1191577566335351,100064493572441,"Barker and Stonehouse","Our team are busy adding the finishing touches to our stores, ready to welcome you this weekend! Up to 20% off our new season collections starts Saturday 🍂

Photo by @interiorstylist_ryan from our Hove store.",,0,"09/19/2025 07:02",N/A,https://www.facebook.com/barkerandstonehouse/posts/pfbid028M43gVSaG13GBhtbrhHSdH5gEXV2WJhNp5svb26rsmLD1eZR1BBteHoNq6DxRymPl,0,0,Photos,,,,,Lifetime,11966,8327,25,25,0,0,96,,57,39,3,2,,,,,
